wd:Q191067,pr:publication-type,wd:P1476,wd:P1680,wd:P50,Helper author,wd:P356,wd:P6962,wd:P136,wd:P304,wd:P433,wd:P478,wd:P577,wd:P582,wd:P580,wd:P527,Helper works included,wd:P921,Helper subject Item ID,pr:subject-place,pr:subject-of,Helper subject of,pr:note-trend,pr:source,pr:internal-source,wd:P291,wd:P17,pr:publication-location,wd:P123,Helper publisher,pr:loc-subject,wd:P856,wd:P655,Helper translator,wd:P736,Helper cover artist,wd:P110,Helper illustrator,wd:P767,Helper contributor,pr:author-location,wd:P407,wd:P7937,pr:dedication,wd:P7535,pr:note-contents,wd:P485,Helper holding institution,pr:note-holding-institution,pr:note-copy,wd:P170,Helper data curator,pr:fieldwork-date,pr:fieldwork-note,pr:library-loan,pr:library-copy-url
,,"آرتزت. ""هل هي مشكلة الجميع؟ من لاجئين إلى مواطنين: الفلسطينيون ونهاية الصراع العربي ـ الإسرائيلي"" (بالإنكليزية);Arzt, Refugees into Citizens : Palestinians and the End of the Arab-Israeli Conflict",,5628,"Tamari, Salim",,,,,,,1/6/1999,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,قياس القدس واستكشاف المربّع;To Measure Jerusalem: Explorations of the Square,,5730,"Boullata, Kamal",,,,,,,1/4/1999,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,القدس 1948: المدينة المهجّرة;القدس 1948: المدينة المهجّرة,,5628,"Tamari, Salim",,,,,,,1/3/1999,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,كتابة ضد التاريخ;كتابة ضد التاريخ,,9937,"Sayigh, Rosemary",,,,,,,1/3/1999,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,القدس 1948: المدينة المهجّرة;Jerusalem 1948: The Phantom City,,5628,"Tamari, Salim",,,,,,,1/1/1999,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,محمود درويش: ثلاث قصائد;Mahmoud Darwish: Three Poems,,5484,"Darwish, Mahmoud",,,,,,,1/9/1998,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,نساء المخيمات الفلسطينية كراويات للتاريخ;Palestinian Camp Women as Tellers of History,,9937,"Sayigh, Rosemary",,,,,,,1/1/1998,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,الهوية وبناء الدولة في الكيان الفلسطيني;Identity and State-Building in the Palestinian Entity,,5628,"Tamari, Salim",,,,,,,1/9/1997,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"صالح. ""العام المقبل في طبرية: رسائل فتاة فلسطينية من لبنان"" (بالفرنسية);Salah, Next Year in Tiberias: Letters of a Young Palestinian from Lebanon",,9937,"Sayigh, Rosemary",,,,,,,1/1/1997,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"الفلسطينيون في لبنان: واقع مؤلم ومستقبل غامض;Palestinians in Lebanon: Harsh Present, Uncertain Future",,9937,"Sayigh, Rosemary",,,,,,,1/10/1995,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,الفلسطينيون في لبنان: الوضع العام والمشهد من عين الحلوة;The Palestinians in Lebanon: The General Conditions and the View from 'Ayn al-Hilwa,,9937,"Sayigh, Rosemary",,,,,,,1/6/1995,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,الفلسطينيون في لبنان: واقع مؤلم ومستقبل غامض;الفلسطينيون في لبنان: واقع مؤلم ومستقبل غامض,,9937,"Sayigh, Rosemary",,,,,,,1/1/1993,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,نحو عالم بلا أقفاص ...;نحو عالم بلا أقفاص ...,,5466,"Habibi, Emile",,,,,,,1/6/1991,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,الحركة الفلسطينية في مرحلة انتقالية: الانتكاسات التاريخية والانتفاضة;The Palestinian Movement in Transition : Historical Reversals and the Uprising,,5628,"Tamari, Salim",,,,,,,1/1/1991,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"أخرجوا من ""شرك الكويت"" !;أخرجوا من ""شرك الكويت"" !",,5466,"Habibi, Emile",,,,,,,1/1/1991,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,مخاطر الرتابة: العصيان المحدود والمجتمع المدني;مخاطر الرتابة: العصيان المحدود والمجتمع المدني,,5628,"Tamari, Salim",,,,,,,1/6/1990,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,دولة المخابرات: شهادة امرأة فلسطينية;The Mukhabarat State: A Palestinian Woman's Testimony,,9937,"Sayigh, Rosemary",,,,,,,1/4/1985,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,التحالف مع الصهيونية: بحث إسرائيل عن ركيزة محليّة;In League with Zion: Israel's Search for a Native Pillar,,5628,"Tamari, Salim",,,,,,,1/7/1983,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,بناء منازل الآخرين: أسرة الفلاح الفلسطيني والعمل في إسرائيل;Building Other People's Homes : The Palestinian Peasant's Household and Work in Israel,,5628,"Tamari, Salim",,,,,,,1/10/1981,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,لقاءات مع نساء فلسطينيات تحت الاحتلال;Encounters with Palestinian Women under Occupation,,9937,"Sayigh, Rosemary",,,,,,,1/7/1981,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,الصراع من أجل البقاء: الظروف الاقتصادية للاجئين الفلسطينيين في لبنان;The Struggle for Survival: The Economic Conditions of Palestinian Refugees in Lebanon,,9937,"Sayigh, Rosemary",,,,,,,1/1/1978,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,مصادر الوطنية الفلسطينية: دراسة عن مخيم فلسطيني في لبنان;Sources of Palestinian Nationalism: A Study of a Palestinian Camp in Lebanon,,9937,"Sayigh, Rosemary",,,,,,,1/7/1977,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,الهوية الفلسطينية لدى سكان المخيم;The Palestinian Identity among Camp Residents,,9937,"Sayigh, Rosemary",,,,,,,1/4/1977,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,الجيل الفلسطيني الجديد وأرض يأسه المحروثة بالأمل;The New Palestinian Generation and the Land of Its Despair Cultivated with Hope,,7813,"Azaizeh, Asmaa",,,,,,,7/1/2021,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,لماذا لا يقبلون أن تكون بيروت بيروت؟;Why Do They Not Accept Beirut to Be Beirut?,,5646,"Badr, Liana",,,,,,,25/9/2020,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,بونابرت في يافا: تلفيق الإمبراطور وطاعون الاستشراق;Bonaparte in Jaffa: Fabrication of the Emperor and the Plague of Orientalism,,8744,"Hadidi, Subhi",,,,,,,22/6/2020,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,فلسطين بين موجتَي الربيع: نقطتان وخلاصة ..!!;Palestine between Two Waves of the Arab Spring: Two Points and a Recap,,5615,"Khader, Hassan",,,,,,,#########,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,نواعير الذاكرة: قصتي البكر.. روايتي البكر;Wheels of Memory: My First Early Story... My First Early Novel,,5662,"Fayyad, Tawfiq",,,,,,,1/9/2019,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,حمّالة التحولات;Transformations,,8744,"Hadidi, Subhi",,,,,,,1/6/2019,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,قراءة مغايرة للتاريخ العثماني;Butros Abu Manneh – A Different Reading of Ottoman History,,12327,"Mansour, Johnny",,,,,,,1/3/2019,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,هناك انتظرت!!;I Waited There,,5615,"Khader, Hassan",,,,,,,27/9/2018,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,العودة المتأخرة لفادي أبو صلاح;The Belated Return of Fadi Abu Salah,,5672,"al-Azzawi, Dia",,,,,,,27/9/2018,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,عن عودة لم تتوقف يوماً;On the Never-Ending Return,,5644,"Nasrallah, Ibrahim",,,,,,,27/9/2018,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,حُفاة في مواجهة الجِيبات العسكرية: الانتفاضة الأولى في القرى;Jeep Versus Bare Feet: The Villages in the Intifada,,5640,"Barghouthi, Hussein",,,,,,,1/1/2018,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5 حزيران/يونيو 1967 : فُتق واسع لم يُرتق بعد;5 June 1967: A Wide Rupture That Has Not Mended,,9038,"Farkouh, Elias",,,,,,,1/9/2017,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"جان جينيه ""الأسير العاشق"" ومجزرة شاتيلا;Jean Genet the ""Prisoner of Love"" and the Shatila Massacre",,5619,"Shahid, Leila",,,,,,,1/3/2017,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,أسرار التجسّس المخبّأة في أوراق العائلة: تشارلز بوتاجي وشبكة نيلي خلال الحرب العالمية الأولى;Secrets of Espionage Hidden in Family Papers: Charles Boutagy and the Nili Network during World War I,,12327,"Mansour, Johnny",,,,,,,1/1/2016,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,صهيون;Zion (Poem),,5623,"Darwish, Najwan",,,,,,,1/9/2013,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"هولاكو. ""الخط الحديدي الحجازي: المشروع العملاق للسلطان عبد الحميد الثاني"" (بالعربية);Hülagü, The Hejaz Railway: The Great Project of Sultan Abdulhamid II",,12327,"Mansour, Johnny",,,,,,,1/3/2012,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,المحلي والخارجي في الثورات العربية;The Local and the External in the Arab Revolutions,,5563,"Nasser, Amjad",,,,,,,1/9/2011,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"الثقافة ""في حضرة الغياب""!;Culture in the 'Presence of Absence'",,5623,"Darwish, Najwan",,,,,,,1/6/2010,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,محمود درويش ومثلّث السيرة: الشاعر والمكان والتاريخ;Mahmud Darwish and the Triangle of a Biography,,8744,"Hadidi, Subhi",,,,,,,1/9/2008,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,أبجدية الحرمان;The Alphabet of Dispossession,,10322,"Shohat, Ella Habiba",,,,,,,1/1/2007,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,الصراع حول سكة الحديد الحجازيه في حيفا;الصراع حول سكة الحديد الحجازيه في حيفا,,12327,"Mansour, Johnny",,,,,,,1/3/2006,,,,,,,,,,,https://www.palestine-studies.org/en/journals/hq/about,,,,,,Hawliyat al-Quds,,,,,,,,,,,,,,,,,,,,,,,,,,
,,دور سكة حديد الحجاز في تطور مدينة حيفا;The Role of Railways in the Development of the City of Haifa,,12327,"Mansour, Johnny",,,,,,,1/1/2006,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,التعبير الشعري لرجل سياسي;The Poetic Expression of a Political Man,,5644,"Nasrallah, Ibrahim",,,,,,,1/1/2006,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,دور سكة حديد الحجاز في تطوّر مدينة حيفا;The Hijaz-Palestine Railway and the Development of Haifa,,12327,"Mansour, Johnny",,,,,,,1/1/2006,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jq/about,,Ramallah,Palestine,,10489,Jerusalem Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"""ما بعد الاستعمار"" في الترجمة: قراءة إدوارد سعيد باللغة العبرية;The “Postcolonial” in Translation: Reading Said in Hebrew",,10322,"Shohat, Ella Habiba",,,,,,,1/4/2004,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,المشروع الثقافي الفلسطيني: ثلاث ملاحظات بشأن الهوية والثقافة;The Palestinian Cultural Venture: Three Observations on Identity and Culture,,5615,"Khader, Hassan",,,,,,,1/9/2003,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,مجازر صبرا وشاتيلا (شهادات);The Sabra and Shatila Massacre,,5619,"Shahid, Leila",,,,,,,1/9/2002,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,اختراع المزراحيم;The Invention of the Mizrahim,,10322,"Shohat, Ella Habiba",,,,,,,1/10/1999,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,اليهود الشرقيون في إسرائيل: الصهيونية من وجهة نظر ضحاياها اليهود;اليهود الشرقيون في إسرائيل: الصهيونية من وجهة نظر ضحاياها اليهود,,10322,"Shohat, Ella Habiba",,,,,,,1/9/1998,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,اعترافات عائد فلسطيني;Confessions of a Palestinian Returnee,,5615,"Khader, Hassan",,,,,,,1/10/1997,,,,,,,,,,,https://www.palestine-studies.org/en/journals/jps/about,,Washington D.C.,United States of America,,6146,Journal of Palestine Studies,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"""أحد عشر كوكبا على آخر المشهد الأندلسي"" ـ الحِداد يليق بغرناطة;""أحد عشر كوكبا على آخر المشهد الأندلسي"" ـ الحِداد يليق بغرناطة",,8744,"Hadidi, Subhi",,,,,,,1/1/1993,,,,,,,,,,,https://www.palestine-studies.org/en/journals/mdf/about,,Beirut,Lebanon,,6111,Majallat al-Dirasat al-Filastiniyya,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
